KODE KANWIL,NAMA KANWIL,KODE CABANG,NAMA CABANG,KODE UKER,NAMA UKER,TIPE KANTOR,KODE POS,KECAMATAN,DATI II,Koreksi DATI II,DATI I,ALAMAT,TELEFON
X,KANWIL PEKANBARU                        ,621,KC Batam Center                         ,8088,UNIT AVIARI BATAM CENTER                ,UNIT,29438,BATU AJI,Kota Batam,Kota Batam,Kepulauan Riau,Kel. Bukit Tempayan Kec. Batu Aji Kota Batam,0778-364508
X,KANWIL PEKANBARU                        ,621,KC Batam Center                         ,8067,UNIT SP PLAZA BATAM CENTER              ,UNIT,29438,BATU AJI,Kota Batam,Kota Batam,Kepulauan Riau,Jl. Letjend. Suprapto, 0778-393060
R,KANWIL MALANG                           ,579,KC Malang Soekarno Hatta                ,6369,UNIT JUNREJO MALANG SUKARNO H           ,UNIT,65151,DAU,Kota Batu,Kota Batu,Jawa Timur,Jl.Raya Dadprejo No.148, 0341-463581
R,KANWIL MALANG                           ,579,KC Malang Soekarno Hatta                ,7548,UNIT PUNTEN MALANG SUKARNO H            ,UNIT,65338,BUMIAJI,Kota Batu,Kota Batu,Jawa Timur,Kecamatan Batu,0341327666
D,Palembang                               ,8,KC Baturaja                             ,5611,UNIT MARTAPURA BATURAJA                 ,UNIT,32312,MARTAPURA,Kota Baturaja,Kota Baturaja,Sumatera Selatan,Jln Jend. Sudirman No.216217 Martapura, 0735-481230 
P,Makassar                                ,326,KC Bau-Bau                              ,7315,UNIT MURHUM BAU BAU                     ,UNIT,93722,BETOAMBARI,Kota Bau-Bau,Kota Bau-Bau,Sulawesi Tenggara,Jl.Betoambari No.47 Kel. Lamngga Kec. Murhum, 0402-2826207
P,Makassar                                ,326,KC Bau-Bau                              ,4886,UNIT PASAR SENTRAL BAU BAU              ,UNIT,93711,WOLIO,Kota Bau-Bau,Kota Bau-Bau,Sulawesi Tenggara,Jl.Kapitalao No.10, 0402-23454
P,Makassar                                ,326,KC Bau-Bau                              ,4889,UNIT WOLIO BAU BAU                      ,UNIT,93721,BETOAMBARI,Kota Bau-Bau,Kota Bau-Bau,Sulawesi Tenggara,Jl. Bataraguru No. 54 , 0402-22350
E,DKI                                     ,419,KC Kalimalang                           ,907,UNIT SUMBER ARTA KALIMALANG             ,UNIT,17134,BEKASI BARAT,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl Raya Kalimalang No. 33D, 021-8656726
E,DKI                                     ,419,KC Kalimalang                           ,7802,UNIT RATNA ASRI KALIMALANG              ,UNIT,17412,PONDOKGEDE,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl.Raya Jati Bening 3/1 Kec Pondok Gede,085691881856
I,DKI2                                    ,139,KC Bekasi                               ,935,UNIT BEKASI KOTA                        ,UNIT,17113,BEKASI TIMUR,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl.H.Juanda 138 Bekasi, 021-8800987
I,DKI2                                    ,139,KC Bekasi                               ,861,UNIT BANTAR GEBANG BEKASI               ,UNIT,17151,BANTARGEBANG,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl Raya Narogong Km 7, 021-8254851
I,DKI2                                    ,139,KC Bekasi                               ,937,UNIT PEJUANG BEKASI                     ,UNIT,17131,MEDAN SATRIA,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl.Ps.Kaliabang Bungur, 021-4605679
I,DKI2                                    ,139,KC Bekasi                               ,7229,UNIT PERWIRA BEKASI                     ,UNIT,17122,BEKASI UTARA,Kota Bekasi,Kota Bekasi,Jawa Barat,Ruko Panorma Bekasi No. R2 Jl. Raya Kaliabang,02188981759
I,DKI2                                    ,139,KC Bekasi                               ,7254,UNIT KAYURINGIN BEKASI                  ,UNIT,17144,BEKASI SELATAN,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl. Patuha Raya Blok 14 No. 21 Rt 04/12,02188855907
I,DKI2                                    ,139,KC Bekasi                               ,7086,UNIT RAWALUMBU BEKASI                   ,UNIT,17114,RAWALUMBU,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl.Pramuka Rt .04 Rw.02 Sepanjang Jaya Bekasi,02182435508
I,DKI2                                    ,139,KC Bekasi                               ,906,UNIT JATIASIH BEKASI                    ,UNIT,17423,JATIASIH,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl Wibawa Mukti Raya Kav.2 Rt.04/04 Jatiasih,0218222325
I,DKI2                                    ,139,KC Bekasi                               ,8013,UNIT MARGAHAYU BEKASI                   ,UNIT,17111,BEKASI TIMUR,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl. Ir. Juanda No.110 M Rt 07/01,02188397901
I,DKI2                                    ,139,KC Bekasi                               ,8012,UNIT JAKA SETIA BEKASI                  ,UNIT,17147,BEKASI SELATAN,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl.Ry Pulo Ribung No. 1 C Rt 03/17. Jakasetia,085772888638
I,DKI2                                    ,384,KC Cibubur                              ,4792,UNIT JATISAMPURNA CIBUBUR               ,UNIT,17433,JATISAMPURNA,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl Ry.Hankam,02184312697
I,DKI2                                    ,442,KC Jakarta Kramat Jati                  ,995,UNIT PONDOK GEDE KRAMAT JATI            ,UNIT,17413,PONDOKGEDE,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl Raya Jatimakmur No 13A, 021-8463870
I,DKI2                                    ,442,KC Jakarta Kramat Jati                  ,7313,UNIT JATI MURNI KRAMAT JATI             ,UNIT,17415,PONDOKGEDE,Kota Bekasi,Kota Bekasi,Jawa Barat,Jl Raya Hankamno. 43 B Rt 01/05,02184306528
I,DKI2                                    ,444,KC Tambun                               ,7910,UNIT PEDURENAN TAMBUN                   ,UNIT,17156,BANTARGEBANG,Kota Bekasi,Kota Bekasi,Jawa Barat,Perumahan Kota Legenda Blok B1 No.8 Padurenan,081317822146
J,KANWIL BANDAR LAMPUNG                   ,115,KC Bengkulu                             ,7597,UNIT BANGKAHULU BENGKULU                ,UNIT,38214,MUARA BENGKULU,Kota Bengkulu,Kota Bengkulu,Bengkulu,Jl. Ry Wr Supratman No.32,0811733055
J,KANWIL BANDAR LAMPUNG                   ,115,KC Bengkulu                             ,5619,UNIT PULAU BAAI BENGKULU                ,UNIT,38216,SELEBAR,Kota Bengkulu,Kota Bengkulu,Bengkulu,Jl.Ir.Rustandi No.2, 0736-52444 
J,KANWIL BANDAR LAMPUNG                   ,115,KC Bengkulu                             ,3390,UNIT PAGAR DEWA BENGKULU                ,UNIT,38211,SELEBAR,Kota Bengkulu,Kota Bengkulu,Bengkulu,Jl. Depati Payung Negara No.20 , 0736-51035 
J,KANWIL BANDAR LAMPUNG                   ,115,KC Bengkulu                             ,5616,UNIT GADING CEMPAKA BENGKULU            ,UNIT,38229,GADING CEMPAKA,Kota Bengkulu,Kota Bengkulu,Bengkulu,Jlmanggarayano21Rt19/06, 0736-349124 
J,KANWIL BANDAR LAMPUNG                   ,115,KC Bengkulu                             ,5617,UNIT PADANG JATI BENGKULU               ,UNIT,38227,GADING CEMPAKA,Kota Bengkulu,Kota Bengkulu,Bengkulu,Jl. S Parman No.5 Rt.13 Rw 04 Bengkulu , 0736-25000
J,KANWIL BANDAR LAMPUNG                   ,115,KC Bengkulu                             ,5615,UNIT TAPAK PADRI BENGKULU               ,UNIT,38115,TELUK SEGARA,Kota Bengkulu,Kota Bengkulu,Bengkulu,Jl. Jend.Ahmad Yani No.01 Kec.Ratu Samban, 0736-21619 
J,KANWIL BANDAR LAMPUNG                   ,115,KC Bengkulu                             ,3283,UNIT RATU SAMBAN BENGKULU               ,UNIT,38222,GADING CEMPAKA,Kota Bengkulu,Kota Bengkulu,Bengkulu,Jl. Suprapto No.100, 0736-20989 
J,KANWIL BANDAR LAMPUNG                   ,115,KC Bengkulu                             ,3284,UNIT LINGKAR TIMUR BENGKULU             ,UNIT,38229,GADING CEMPAKA,Kota Bengkulu,Kota Bengkulu,Bengkulu,Jl. Salak Raya No.291 , 0736-20791 
J,KANWIL BANDAR LAMPUNG                   ,115,KC Bengkulu                             ,5621,UNIT MEGA MALL BENGKULU                 ,UNIT,38221,GADING CEMPAKA,Kota Bengkulu,Kota Bengkulu,Bengkulu,Jl.K.Z Abidin Pasar Minggu, 0736-20393
J,KANWIL BANDAR LAMPUNG                   ,115,KC Bengkulu                             ,7389,UNIT BETUNGAN BENGKULU                  ,UNIT,38214,SELEBAR,Kota Bengkulu,Kota Bengkulu,Bengkulu,JL.DEPATI PAYUNG NEGARA NO.29-30 KELURAHAN BETUNGAN, 0736-53986
J,KANWIL BANDAR LAMPUNG                   ,115,KC Bengkulu                             ,5620,UNIT RAWA MAKMUR BENGKULU               ,UNIT,38119,MUARA BENGKULU,Kota Bengkulu,Kota Bengkulu,Bengkulu,Jl. Kalimantan, 0736-341153 
M,Denpasar                                ,79,KC Raba Bima                            ,4712,UNIT RASANAE RABA BIMA                  ,UNIT,84117,RASANAE,Kota Bima,Kota Bima,Nusa Tenggara Barat,Jl. Tongkol Pasar Raya Bima, 0374-44671
M,Denpasar                                ,79,KC Raba Bima                            ,4714,UNIT RABA RABA BIMA                     ,UNIT,84116,RASANAE,Kota Bima,Kota Bima,Nusa Tenggara Barat,Jl. Sukarno-Hatta, 0374-43400
B,Medan                                   ,238,KC Binjai                               ,5259,UNIT SUDIRMAN BINJAI                    ,UNIT,20711,BINJAI KOTA,Kota Binjai,Kota Binjai,Sumatera Utara,Jl.Sudirman No.4951 Binjai, 061-8826881
B,Medan                                   ,238,KC Binjai                               ,5304,UNIT SEI SEMAYANG BINJAI                ,UNIT,20351,Sunggal,Kota Binjai,Kota Binjai,Sumatera Utara,Jl. Binjai Km.15 Sunggal Deli Serdang (20352), 061-8824648
B,Medan                                   ,238,KC Binjai                               ,3375,UNIT JATINEGARA BINJAI                  ,UNIT,20741,BINJAI UTARA,Kota Binjai,Kota Binjai,Sumatera Utara,Jl. T.Amir Hamzah No.10 Binjai, 061-8823144
B,Medan                                   ,238,KC Binjai                               ,5258,UNIT SOEKARNO HATTA BINJAI              ,UNIT,20734,BINJAI TIMUR,Kota Binjai,Kota Binjai,Sumatera Utara,Jl.Soekarno Hatta No.349 Km.19 Binjai, 061-8823076
B,Medan                                   ,238,KC Binjai                               ,5255,UNIT BRAHRANG BINJAI                    ,UNIT,20719,BINJAI BARAT,Kota Binjai,Kota Binjai,Sumatera Utara,Jl.Gatot Subroto No.516 Desa Bandar Senembah, 061-8822424
B,Medan                                   ,238,KC Binjai                               ,3376,UNIT BANGKATAN BINJAI                   ,UNIT,20723,BINJAI SELATAN,Kota Binjai,Kota Binjai,Sumatera Utara,Jl. Letjen Jamin Ginting No.20 Binjai, 061-8822367
N,Manado                                  ,168,KC Bitung                               ,7434,UNIT SAGERAT BITUNG                     ,UNIT,95545,BITUNG BARAT,Kota Bitung,Kota Bitung,Sulawesi Utara,Jl.Raya Manado Bitung Kel ManemboNembo, 0438-37410
N,Manado                                  ,168,KC Bitung                               ,5124,UNIT GIRIAN BITUNG                      ,UNIT,95543,BITUNG BARAT,Kota Bitung,Kota Bitung,Sulawesi Utara,Kel. Girian Weru 1, 0438-30924
N,Manado                                  ,168,KC Bitung                               ,5122,UNIT PATETEN BITUNG                     ,UNIT,95524,BITUNG TIMUR,Kota Bitung,Kota Bitung,Sulawesi Utara,Jl. Dr. Moh Hatta Blok A No.910, 0438-30096
N,Manado                                  ,168,KC Bitung                               ,5117,UNIT BITUNG TIMUR                       ,UNIT,95522,BITUNG TIMUR,Kota Bitung,Kota Bitung,Sulawesi Utara,Jl. Ir. Soekarno, 0438-21675
N,Manado                                  ,168,KC Bitung                               ,7388,UNIT WANGURER BITUNG                    ,UNIT,95541,BITUNG BARAT             ,Kota Bitung,Kota Bitung,Sulawesi Utara,Jl Wolter Monginsidi Rt 04 Lingk. I,085256606231
R,KANWIL MALANG                           ,9,KC Blitar                               ,6164,UNIT TANGKIL BLITAR                     ,UNIT,66184,WLINGI,Kota Blitar,Kota Blitar,Jawa Timur,Jl Raya Pandean No20, 0342-692830
R,KANWIL MALANG                           ,9,KC Blitar                               ,7858,UNIT PATOK BLITAR                       ,UNIT,66153,PONGGOK,Kota Blitar,Kota Blitar,Jawa Timur,Jl. Raya Patok,03427852220
R,KANWIL MALANG                           ,9,KC Blitar                               ,6170,UNIT KODYA BLITAR                       ,UNIT,66121,SUKOREJO,Kota Blitar,Kota Blitar,Jawa Timur,Jl.Tanjung No 401A Blitar, 0342-815440
R,KANWIL MALANG                           ,9,KC Blitar                               ,3507,UNIT KARTINI BLITAR                     ,UNIT,66111,KEPANJEN KIDUL,Kota Blitar,Kota Blitar,Jawa Timur,Jl. Kartini No. 13, 0342-801005
R,KANWIL MALANG                           ,9,KC Blitar                               ,6149,UNIT CEMARA BLITAR                      ,UNIT,66111,KEPANJEN KIDUL,Kota Blitar,Kota Blitar,Jawa Timur,Jl Cemara No.71,0343482000
R,KANWIL MALANG                           ,9,KC Blitar                               ,8108,UNIT SUTOJAYAN II BLITAR                ,UNIT,66172,SUTOJAYAN,Kota Blitar,Kota Blitar,Jawa Timur,Ds. Sukorejo,-
F,Bandung                                 ,137,KC Cimahi                               ,3292,UNIT PURBASARI CIMAHI                   ,UNIT,40513,CIMAHI UTARA,Kota Bogor,Kota Bogor,Jawa Barat,Jl.Raya Cibabat No 377, 022-6658253
I,DKI2                                    ,12,KC Bogor                                ,909,UNIT CIOMAS BOGOR                       ,UNIT,16119,BOGOR SELATAN,Kota Bogor,Kota Bogor,Jawa Barat,Jalan Aria Suriawinata No.15 RT 03 RW 07, 0251-8314122
I,DKI2                                    ,12,KC Bogor                                ,912,UNIT KEDUNG HALANG BOGOR                ,UNIT,16158,BOGOR UTARA,Kota Bogor,Kota Bogor,Jawa Barat,Jl.Pomad Kel.Ciparigi, 0251-8652873
I,DKI2                                    ,12,KC Bogor                                ,4799,UNIT CIMANGGU BOGOR                     ,UNIT,16161,TANAHSAREAL,Kota Bogor,Kota Bogor,Jawa Barat,Jl. Raya Kh. Soleh Iskandar, 0251-8349767
I,DKI2                                    ,12,KC Bogor                                ,7223,UNIT PASAR MAWAR BOGOR                  ,UNIT,16125,BOGOR TENGAH,Kota Bogor,Kota Bogor,Jawa Barat,Jl.Raya Semeru No23, 0251-8341224
I,DKI2                                    ,12,KC Bogor                                ,801,UNIT WARUNG JAMBU BOGOR                 ,UNIT,16151,BOGOR UTARA,Kota Bogor,Kota Bogor,Jawa Barat,Jl.Raya Pangkalan Warung Jambu No 2 Bogor, 0251-8320141
I,DKI2                                    ,12,KC Bogor                                ,803,UNIT HARJASARI BOGOR                    ,UNIT,16720,CIAWI,Kota Bogor,Kota Bogor,Jawa Barat,Jl.Raya Bendungan Kec.Ciawi, 0251-8240277
I,DKI2                                    ,12,KC Bogor                                ,804,UNIT PURBASARI BOGOR                    ,UNIT,16118,BOGOR BARAT,Kota Bogor,Kota Bogor,Jawa Barat,Kel. Gunung Batu Kec. Bogor Barat Kota Bogor,02518312249
I,DKI2                                    ,12,KC Bogor                                ,7847,UNIT CIMAHPAR BOGOR                     ,UNIT,16155,BOGOR UTARA,Kota Bogor,Kota Bogor,Jawa Barat,Jl Raya Cimahpar Kel.Cimahpar Kec.Bogor Utara,02517563106
I,DKI2                                    ,12,KC Bogor                                ,7846,UNIT PAMOYANAN BOGOR                    ,UNIT,16136,BOGOR SELATAN,Kota Bogor,Kota Bogor,Jawa Barat,Jl E Sumantadireja Kel.Pamayonan,02517552727
L,Banjarmasin                             ,333,KC Bontang                              ,4507,UNIT PT BADAK BONTANG                   ,UNIT,75311,BONTANG UTARA,Kota Bontang,Kota Bontang,Kalimantan Timur,Jl. S. Parman No.01, 0548-25470
L,Banjarmasin                             ,333,KC Bontang                              ,7293,UNIT BONTANG A. YANI BONTANG            ,UNIT,75321,BONTANG SELATAN,Kota Bontang,Kota Bontang,Kalimantan Timur,Ahmad Yani No.13, 0548-25027
L,Banjarmasin                             ,333,KC Bontang                              ,3234,UNIT BERBAS                             ,UNIT,75323,BONTANG SELATAN,Kota Bontang,Kota Bontang,Kalimantan Timur,Jl. Sultan Hasanuddin N0.13, 0548-21280
L,Banjarmasin                             ,333,KC Bontang                              ,4506,UNIT LHOKTUAN BONTANG                   ,UNIT,75312,BONTANG UTARA,Kota Bontang,Kota Bontang,Kalimantan Timur,Jl Slamet Riyadi Rt.43 No.51 Lhoktuan Bontang,05485109898
L,Banjarmasin                             ,333,KC Bontang                              ,4508,UNIT RAWA INDAH BONTANG                 ,UNIT,75321,BONTANG SELATAN,Kota Bontang,Kota Bontang,Kalimantan Timur,Jl. Ir. H. Juanda RT.32 Kel. Tanjung Laut, 0548-25256
L,Banjarmasin                             ,333,KC Bontang                              ,7065,UNIT BONTANG BARU BONTANG               ,UNIT,75311,BONTANG UTARA,Kota Bontang,Kota Bontang,Kalimantan Timur,Jl Letjen R.Soeprapto No.21 Rt24 Kel. Api-Api 0548-27384, 0548-27384
C,Padang                                  ,15,KC Bukittinggi                          ,5436,UNIT SIMPANG TEMBOK BUKITTINGG          ,UNIT,26113,GUGUK PANJANG,Kota Bukittinggi,Kota Bukittinggi,Sumatera Barat,Jl. Ahmad Yani Guguk Panjang Bukittinggi, 0752-23902
C,Padang                                  ,15,KC Bukittinggi                          ,5435,UNIT PASAR BAWAH BUKITTINGGI            ,UNIT,26111,GUGUK PANJANG,Kota Bukittinggi,Kota Bukittinggi,Sumatera Barat,Jl. Sukarno Hatta No. 18 Bukittinggi, 0752-23452
C,Padang                                  ,15,KC Bukittinggi                          ,3278,UNIT KURAI V JORONG                     ,UNIT,26131,AUR BIRUGO/TIGOBALEH,Kota Bukittinggi,Kota Bukittinggi,Sumatera Barat,Jl. Diponegoro No. 11 D Bukittinggi, 0752-23391
C,Padang                                  ,15,KC Bukittinggi                          ,5429,UNIT GADIH RANTI BUKITTINGGI            ,UNIT,26138,AUR BIRUGO/TIGOBALEH,Kota Bukittinggi,Kota Bukittinggi,Sumatera Barat,Jl. Sudirman No. 119 KM 1, 0752-33564
A,Banda Aceh                              ,265,KC Blangpidie                           ,3928,UNIT PEUKAN KOTA BLANGPIDIE             ,UNIT,23764,BLANGPIDIE,Kota Cilegon,Kota Cilegon,Nanggroe Aceh Darussalam (NAD),Jl.Pendidikan Blang Pidie,0659-91880
Q,KANWIL JAKARTA 3                        ,188,KC Cilegon                              ,3862,UNIT CIGADING CILEGON                   ,UNIT,42445,CIWANDAN,Kota Cilegon,Kota Cilegon,Banten,Jl.Raya Anyar Cigading, 0254-602078
Q,KANWIL JAKARTA 3                        ,188,KC Cilegon                              ,7370,UNIT TEGAL WANGI CILEGON                ,UNIT,42438,PULOMERAK,Kota Cilegon,Kota Cilegon,Banten,Jl. Link Gerem Raya No. 24 Kel. Gerem Banten, 0254-574673
Q,KANWIL JAKARTA 3                        ,188,KC Cilegon                              ,832,UNIT MERAK CILEGON                      ,UNIT,42438,PULOMERAK,Kota Cilegon,Kota Cilegon,Banten,Jl.Rm Martadinata Pel.Merak, 0254-572462
Q,KANWIL JAKARTA 3                        ,188,KC Cilegon                              ,831,UNIT PLTU SURALAYA CILEGON              ,UNIT,42439,PULOMERAK,Kota Cilegon,Kota Cilegon,Banten,Kawasan Pltu Suralaya, 0254-570023
Q,KANWIL JAKARTA 3                        ,188,KC Cilegon                              ,830,UNIT SUKMAJAYA CILEGON                  ,UNIT,42421,CIBEBER,Kota Cilegon,Kota Cilegon,Banten,Jl.Raya Serang Cilegon, 0254-391221
Q,KANWIL JAKARTA 3                        ,188,KC Cilegon                              ,3864,UNIT RAMANUJU CILEGON                   ,UNIT,42431,PULOMERAK,Kota Cilegon,Kota Cilegon,Banten,Jl.Raya Anyar No.42, 0254-391207
